Post Date,Post Type,Campaign Type,Hashtags,Audience Emotion,Engagement Source,Impressions,Reach,Likes,Comments,Shares,Saves,Profile Visits,Follows
2024-09-29,Reel,Festive Offer,"#SugarCosmetics, #VeganBeauty, #MakeupGoals",Inspired,Organic,31176,28638,4166,480,238,167,1307,261
2024-11-22,Reel,Influencer Collab,"#CrueltyFree, #MakeupGoals",Excited,Influencer,48573,39967,7214,1186,337,264,1124,135
2025-03-20,Story,Product Launch,"#VeganBeauty, #MakeupGoals",Excited,Organic,34872,25195,2564,207,156,101,1078,257
2024-05-30,Image,Festive Offer,#VeganBeauty,Confident,Paid,4902,3354,292,18,9,14,45,18
2025-04-03,Video,Giveaway,"#BoldLooks, #MakeupGoals",Excited,Influencer,48237,36098,5689,1088,415,388,1454,157
2025-04-04,Reel,Giveaway,"#VeganBeauty, #CrueltyFree",Happy,Paid,7220,6330,1230,184,55,98,160,48
2024-04-21,Story,Influencer Collab,"#BoldLooks, #VeganBeauty",Curious,Collab,8396,6763,1329,202,52,65,301,77
2024-06-28,Video,Influencer Collab,"#MakeupGoals, #SugarCosmetics, #VeganBeauty",Confident,Influencer,16854,13028,1272,170,127,119,573,232
2025-02-23,Reel,Product Launch,#BoldLooks,Inspired,Collab,19673,15255,1968,363,81,66,721,163
2024-08-08,Reel,Product Launch,#SugarCosmetics,Confident,Paid,25432,20746,1226,216,87,95,334,80
2024-11-17,Image,Giveaway,"#BoldLooks, #VeganBeauty",Confident,Paid,35139,23256,4348,688,426,91,267,70
2024-04-25,Video,Tutorial,#MakeupGoals,Confident,Influencer,2267,1417,226,17,12,11,56,26
2025-01-05,Image,Festive Offer,#VeganBeauty,Inspired,Paid,42642,26380,6119,688,592,346,696,163
2025-01-24,Video,Influencer Collab,"#MakeupGoals, #VeganBeauty",Curious,Collab,41703,32498,7491,1420,374,462,965,252
2025-01-22,Video,Product Launch,#VeganBeauty,Happy,Organic,29090,20765,1520,149,56,79,760,225
2024-11-18,Reel,Giveaway,"#SugarCosmetics, #MakeupGoals, #CrueltyFree",Curious,Collab,22270,19511,3766,684,282,165,372,79
2024-09-08,Story,Product Launch,#BoldLooks,Confident,Influencer,37128,25333,2951,452,216,220,687,142
2025-02-17,Story,Product Launch,#CrueltyFree,Inspired,Paid,33852,22871,3512,279,252,331,816,96
2024-09-02,Image,Influencer Collab,#SugarCosmetics,Excited,Organic,34572,26185,6157,1137,111,260,1030,442
2024-10-17,Reel,Influencer Collab,#VeganBeauty,Happy,Collab,48622,33246,7276,1087,507,402,1495,521
2025-03-21,Reel,Tutorial,#BoldLooks,Excited,Influencer,11520,7439,1228,197,105,95,186,70
2024-10-30,Story,Festive Offer,"#VeganBeauty, #SugarCosmetics",Curious,Paid,46209,31989,3390,651,288,298,1214,355
2024-05-01,Reel,Product Launch,"#CrueltyFree, #SugarCosmetics, #VeganBeauty",Excited,Paid,9719,7793,1921,148,49,71,216,68
2024-04-24,Video,Giveaway,#SugarCosmetics,Happy,Organic,1707,1558,156,22,12,10,49,21
2024-06-24,Story,Influencer Collab,"#VeganBeauty, #BoldLooks, #MakeupGoals",Curious,Paid,28982,25001,2545,127,140,162,253,89
2024-12-28,Story,Influencer Collab,#BoldLooks,Curious,Paid,16915,10980,549,91,31,28,318,79
2024-07-27,Reel,Influencer Collab,#CrueltyFree,Confident,Paid,42158,38927,4268,487,140,227,1427,621
2025-01-04,Image,Festive Offer,"#SugarCosmetics, #BoldLooks",Inspired,Influencer,5683,4772,452,55,34,36,54,10
2025-03-22,Image,Tutorial,"#SugarCosmetics, #MakeupGoals, #VeganBeauty",Happy,Influencer,31048,27455,4478,641,88,326,1279,363
2024-08-11,Image,Festive Offer,#MakeupGoals,Excited,Collab,39243,25521,1621,242,72,136,1003,221
2024-07-03,Story,Influencer Collab,"#BoldLooks, #VeganBeauty, #MakeupGoals",Confident,Organic,13948,10717,1271,168,80,86,420,80
2025-02-23,Video,Festive Offer,"#BoldLooks, #VeganBeauty",Happy,Collab,18553,11580,2194,115,72,57,408,169
2025-02-11,Video,Tutorial,"#CrueltyFree, #BoldLooks, #MakeupGoals",Happy,Collab,35718,25593,6037,411,369,374,562,136
2024-06-10,Image,Giveaway,"#VeganBeauty, #SugarCosmetics, #MakeupGoals",Excited,Paid,19598,15948,3165,315,88,195,739,246
2024-07-11,Story,Festive Offer,"#BoldLooks, #SugarCosmetics",Happy,Paid,10834,8826,771,128,58,69,426,194
2025-03-25,Video,Festive Offer,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Inspired,Influencer,31890,26820,6391,943,428,362,1059,261
2024-09-19,Story,Tutorial,#MakeupGoals,Inspired,Paid,3153,2073,259,17,19,18,69,31
2024-06-30,Reel,Giveaway,"#CrueltyFree, #MakeupGoals",Confident,Collab,21827,16512,3254,475,264,120,786,221
2024-06-21,Reel,Giveaway,#VeganBeauty,Excited,Organic,43375,27132,1997,280,142,187,964,469
2025-03-05,Reel,Giveaway,"#VeganBeauty, #SugarCosmetics",Inspired,Collab,3743,2356,405,34,27,30,103,22
2024-06-05,Story,Product Launch,"#CrueltyFree, #BoldLooks, #MakeupGoals",Excited,Influencer,23307,18731,4062,657,387,97,679,273
2024-09-17,Reel,Tutorial,#BoldLooks,Curious,Paid,18050,15498,1752,245,47,96,719,257
2024-12-02,Story,Giveaway,"#CrueltyFree, #SugarCosmetics, #MakeupGoals",Excited,Organic,14367,11653,2287,308,93,101,225,41
2024-05-03,Image,Giveaway,"#CrueltyFree, #MakeupGoals",Inspired,Collab,17628,13973,2823,316,96,163,500,121
2025-02-19,Image,Influencer Collab,"#MakeupGoals, #VeganBeauty",Inspired,Organic,47562,36443,2518,324,131,113,426,145
2024-09-15,Reel,Product Launch,"#SugarCosmetics, #MakeupGoals",Confident,Paid,44988,39964,8377,1028,626,327,759,211
2024-12-09,Video,Festive Offer,"#MakeupGoals, #SugarCosmetics",Excited,Paid,11355,10138,1876,273,110,150,215,75
2025-01-03,Image,Festive Offer,#SugarCosmetics,Curious,Organic,45594,30639,2233,191,57,186,783,340
2025-02-09,Image,Festive Offer,"#BoldLooks, #CrueltyFree, #SugarCosmetics",Inspired,Influencer,13477,8756,1068,132,19,40,156,76
2024-09-14,Story,Product Launch,#MakeupGoals,Curious,Organic,30656,22429,5333,662,297,314,239,29
2024-11-19,Image,Product Launch,"#CrueltyFree, #SugarCosmetics",Excited,Collab,28261,24634,1237,127,107,60,788,297
2024-09-03,Video,Product Launch,"#MakeupGoals, #CrueltyFree",Excited,Influencer,42965,35167,2872,269,182,95,1660,571
2025-03-14,Image,Influencer Collab,"#CrueltyFree, #MakeupGoals, #SugarCosmetics",Inspired,Paid,28641,19936,3189,508,44,180,314,145
2024-10-13,Reel,Giveaway,#VeganBeauty,Excited,Organic,12875,7955,1454,288,33,82,374,98
2024-07-29,Image,Product Launch,#BoldLooks,Curious,Collab,25140,21893,2949,314,137,178,782,187
2024-09-20,Image,Influencer Collab,#SugarCosmetics,Inspired,Organic,35698,21426,3985,304,193,172,790,327
2025-01-03,Reel,Product Launch,"#MakeupGoals, #CrueltyFree",Curious,Influencer,32671,21099,2495,216,47,181,741,291
2024-10-19,Story,Festive Offer,"#CrueltyFree, #BoldLooks",Happy,Organic,37571,27684,1741,181,111,99,1109,433
2024-04-26,Story,Festive Offer,"#MakeupGoals, #BoldLooks, #SugarCosmetics",Excited,Collab,47160,35021,3039,202,219,148,1018,266
2024-09-17,Story,Festive Offer,"#BoldLooks, #MakeupGoals",Excited,Organic,42168,32690,4622,820,171,433,891,153
2025-02-24,Reel,Product Launch,"#BoldLooks, #CrueltyFree",Confident,Organic,32283,19928,4769,537,247,452,321,32
2024-10-08,Reel,Product Launch,"#VeganBeauty, #CrueltyFree",Happy,Organic,48493,37748,6644,798,420,575,1469,346
2025-01-09,Video,Product Launch,"#SugarCosmetics, #BoldLooks",Inspired,Organic,15244,12400,1921,318,99,110,618,180
2025-01-09,Reel,Tutorial,"#MakeupGoals, #CrueltyFree",Curious,Collab,18174,15455,3067,263,39,292,409,145
2024-09-04,Video,Tutorial,"#MakeupGoals, #VeganBeauty, #BoldLooks",Excited,Influencer,1313,904,82,7,1,7,35,9
2024-05-14,Story,Influencer Collab,#MakeupGoals,Happy,Organic,46642,31187,4630,869,455,451,1369,159
2024-10-05,Video,Festive Offer,"#MakeupGoals, #SugarCosmetics, #BoldLooks",Confident,Influencer,32594,27349,3867,468,283,283,899,282
2024-12-15,Image,Product Launch,"#SugarCosmetics, #MakeupGoals, #VeganBeauty",Inspired,Organic,28367,17998,4475,701,363,203,244,91
2025-01-12,Story,Tutorial,"#BoldLooks, #MakeupGoals",Curious,Paid,25308,19484,1651,233,121,123,870,134
2024-06-04,Story,Influencer Collab,"#CrueltyFree, #VeganBeauty",Curious,Organic,15126,10042,1929,351,102,162,297,121
2024-07-23,Video,Influencer Collab,#BoldLooks,Happy,Paid,14547,10683,2626,408,188,205,515,165
2024-11-29,Video,Tutorial,"#SugarCosmetics, #CrueltyFree, #BoldLooks",Curious,Influencer,3403,2728,627,40,7,40,133,65
2025-03-15,Reel,Influencer Collab,"#VeganBeauty, #MakeupGoals, #SugarCosmetics",Inspired,Paid,46893,36843,5604,668,518,318,1272,495
2025-04-09,Image,Tutorial,"#SugarCosmetics, #VeganBeauty, #BoldLooks",Excited,Paid,38461,30257,3755,292,365,357,398,98
2025-04-15,Image,Festive Offer,"#MakeupGoals, #CrueltyFree, #VeganBeauty",Excited,Organic,22944,21471,2060,253,132,198,641,303
2024-09-07,Story,Festive Offer,"#VeganBeauty, #MakeupGoals, #SugarCosmetics",Inspired,Influencer,27920,23021,5029,752,265,330,417,142
2025-01-14,Story,Product Launch,"#VeganBeauty, #SugarCosmetics, #BoldLooks",Curious,Paid,1775,1537,141,10,4,13,51,23
2025-02-03,Video,Giveaway,"#BoldLooks, #CrueltyFree, #VeganBeauty",Excited,Influencer,45126,27880,4382,468,332,399,435,111
2025-04-19,Reel,Influencer Collab,"#MakeupGoals, #CrueltyFree, #BoldLooks",Inspired,Organic,34485,22132,5515,500,100,218,919,131
2025-03-25,Video,Influencer Collab,"#CrueltyFree, #MakeupGoals, #BoldLooks",Confident,Paid,32575,29461,3855,640,347,292,713,167
2024-06-13,Image,Product Launch,"#BoldLooks, #SugarCosmetics",Excited,Collab,35772,31357,5984,917,245,181,1113,153
2024-05-23,Story,Festive Offer,#SugarCosmetics,Happy,Organic,30542,28369,3213,197,107,158,791,341
2024-08-22,Reel,Product Launch,#SugarCosmetics,Happy,Influencer,36071,34147,8262,731,526,618,847,213
2024-05-10,Image,Giveaway,#SugarCosmetics,Happy,Collab,8577,6740,1206,128,49,37,297,60
2025-01-29,Video,Festive Offer,#SugarCosmetics,Happy,Collab,42585,30346,6261,1171,374,600,553,157
2024-06-03,Story,Influencer Collab,"#BoldLooks, #VeganBeauty, #SugarCosmetics",Inspired,Influencer,26210,23487,4868,943,250,348,597,164
2025-03-10,Story,Product Launch,"#BoldLooks, #CrueltyFree",Inspired,Paid,46212,43067,3629,249,96,185,1824,674
2024-09-24,Reel,Tutorial,#VeganBeauty,Happy,Organic,47649,36102,7908,1361,760,225,875,316
2025-04-01,Story,Giveaway,#SugarCosmetics,Happy,Organic,5499,3873,662,38,64,30,89,29
2024-08-13,Video,Influencer Collab,#CrueltyFree,Curious,Collab,16991,11319,2482,146,63,141,252,58
2025-03-05,Video,Festive Offer,"#MakeupGoals, #BoldLooks",Curious,Organic,27395,22386,4314,381,292,385,700,77
2024-06-14,Story,Tutorial,"#VeganBeauty, #SugarCosmetics",Inspired,Organic,29340,23727,4241,750,200,264,431,113
2024-09-17,Reel,Product Launch,"#CrueltyFree, #BoldLooks",Excited,Collab,2434,1998,139,15,3,9,37,17
2024-05-17,Reel,Giveaway,#CrueltyFree,Excited,Influencer,1661,1269,85,15,6,7,39,5
2024-04-20,Story,Product Launch,"#VeganBeauty, #BoldLooks, #CrueltyFree",Excited,Influencer,12549,8983,562,38,28,11,110,27
2024-10-22,Image,Festive Offer,#CrueltyFree,Curious,Collab,33635,25242,4989,276,227,103,494,94
2025-04-14,Story,Influencer Collab,"#VeganBeauty, #BoldLooks, #CrueltyFree",Confident,Paid,19674,14488,937,104,41,23,559,200
2024-04-22,Story,Festive Offer,"#MakeupGoals, #BoldLooks, #VeganBeauty",Curious,Influencer,31700,27357,4244,345,111,166,939,120
2024-07-12,Story,Influencer Collab,"#MakeupGoals, #BoldLooks, #SugarCosmetics",Curious,Influencer,20126,18722,1136,61,16,65,309,105
2024-07-04,Reel,Tutorial,"#VeganBeauty, #MakeupGoals, #SugarCosmetics",Happy,Organic,38950,35186,4516,567,278,386,748,259
2024-09-07,Video,Product Launch,"#MakeupGoals, #SugarCosmetics",Excited,Influencer,45576,29537,1538,242,71,42,1023,384
2024-05-07,Video,Influencer Collab,"#BoldLooks, #MakeupGoals, #SugarCosmetics",Confident,Organic,48156,42068,8946,1176,599,209,1401,570
2025-03-01,Story,Giveaway,"#MakeupGoals, #SugarCosmetics, #BoldLooks",Curious,Influencer,11946,10068,1509,270,105,55,266,94
2024-12-27,Reel,Influencer Collab,"#VeganBeauty, #CrueltyFree",Inspired,Influencer,9219,7725,1020,169,64,84,322,54
2024-11-08,Reel,Tutorial,"#BoldLooks, #VeganBeauty, #CrueltyFree",Happy,Collab,39419,27088,2706,246,59,132,1219,252
2025-02-11,Video,Festive Offer,#BoldLooks,Confident,Organic,37248,28569,4895,886,150,386,984,475
2024-07-28,Image,Giveaway,"#VeganBeauty, #SugarCosmetics, #CrueltyFree",Confident,Organic,11760,7755,1167,178,69,86,282,85
2025-03-31,Story,Influencer Collab,"#SugarCosmetics, #CrueltyFree",Inspired,Organic,37417,27487,5895,318,137,205,1241,191
2025-02-16,Story,Festive Offer,#BoldLooks,Inspired,Influencer,47840,44265,6188,974,136,520,1398,290
2024-06-19,Reel,Tutorial,#SugarCosmetics,Excited,Influencer,30124,21080,3722,517,88,105,634,145
2024-08-06,Video,Giveaway,"#SugarCosmetics, #VeganBeauty",Happy,Paid,37732,25761,4972,267,251,189,844,144
2025-03-14,Image,Influencer Collab,"#CrueltyFree, #VeganBeauty",Happy,Collab,2998,1990,476,90,8,26,59,8
2024-07-10,Video,Tutorial,"#MakeupGoals, #VeganBeauty, #BoldLooks",Happy,Organic,19449,13863,1862,265,164,39,506,162
2025-01-17,Video,Product Launch,"#CrueltyFree, #SugarCosmetics, #MakeupGoals",Confident,Organic,7720,5092,681,89,43,37,179,62
2025-02-03,Reel,Festive Offer,"#MakeupGoals, #VeganBeauty, #CrueltyFree",Happy,Collab,8289,7424,914,138,63,64,178,73
2025-01-14,Reel,Festive Offer,#CrueltyFree,Curious,Collab,49450,38067,3068,261,158,126,1879,783
2024-06-01,Story,Giveaway,#MakeupGoals,Excited,Organic,5502,4725,368,61,21,15,90,16
2024-12-15,Video,Giveaway,#BoldLooks,Inspired,Paid,30904,24270,4858,828,409,178,245,46
2024-11-14,Reel,Influencer Collab,#VeganBeauty,Inspired,Influencer,2350,1431,214,32,3,5,63,14
2025-03-21,Story,Influencer Collab,#VeganBeauty,Inspired,Paid,36537,31893,7495,541,728,267,758,307
2024-07-14,Image,Product Launch,"#CrueltyFree, #VeganBeauty, #SugarCosmetics",Inspired,Organic,4967,4294,275,27,10,14,209,76
2024-11-29,Story,Festive Offer,#SugarCosmetics,Inspired,Influencer,22568,17231,1161,93,101,104,773,365
2024-06-11,Video,Tutorial,"#VeganBeauty, #MakeupGoals",Inspired,Influencer,8037,6059,1131,83,75,55,287,92
2024-08-09,Image,Giveaway,"#SugarCosmetics, #VeganBeauty",Curious,Organic,5194,4354,499,72,43,29,217,96
2024-11-15,Reel,Product Launch,"#CrueltyFree, #SugarCosmetics",Happy,Organic,26723,19131,2503,481,83,133,229,90
2025-03-17,Reel,Giveaway,"#SugarCosmetics, #BoldLooks",Inspired,Influencer,40673,37374,8663,541,520,682,836,395
2024-08-10,Reel,Tutorial,#SugarCosmetics,Curious,Collab,11714,9235,1460,185,86,67,392,94
2024-10-31,Video,Product Launch,#BoldLooks,Inspired,Collab,10940,10150,1912,241,151,93,225,45
2024-05-14,Reel,Tutorial,"#VeganBeauty, #SugarCosmetics, #BoldLooks",Excited,Influencer,31879,24762,2650,387,234,57,378,46
2024-07-13,Story,Influencer Collab,#BoldLooks,Happy,Collab,28388,26040,4225,778,382,328,1266,228
2024-04-28,Video,Tutorial,#VeganBeauty,Curious,Organic,25238,16680,4022,524,135,333,214,47
2024-04-23,Video,Tutorial,#CrueltyFree,Confident,Organic,39248,28950,4380,383,301,344,1207,337
2024-08-14,Image,Influencer Collab,"#BoldLooks, #MakeupGoals, #CrueltyFree",Excited,Organic,42867,40199,8265,512,314,297,598,293
2025-04-08,Story,Festive Offer,"#VeganBeauty, #CrueltyFree, #MakeupGoals",Confident,Collab,12474,11459,2822,468,220,222,182,45
2024-05-30,Reel,Tutorial,#MakeupGoals,Excited,Collab,15872,10185,645,112,53,47,459,101
2025-01-31,Reel,Giveaway,"#CrueltyFree, #BoldLooks, #SugarCosmetics",Happy,Organic,42188,37536,7829,1334,528,603,1831,449
2024-10-01,Video,Product Launch,"#SugarCosmetics, #CrueltyFree, #BoldLooks",Excited,Paid,17199,12990,2350,395,66,219,275,99
2024-12-08,Reel,Tutorial,#BoldLooks,Excited,Paid,42589,39934,6071,446,415,417,499,66
2025-02-27,Video,Product Launch,"#VeganBeauty, #SugarCosmetics, #BoldLooks",Excited,Paid,44801,33911,5668,681,437,443,1551,698
2025-02-27,Story,Product Launch,#BoldLooks,Happy,Influencer,10041,8559,1358,70,65,43,131,31
2024-05-18,Video,Giveaway,"#BoldLooks, #SugarCosmetics",Happy,Organic,9186,8536,865,150,56,42,319,138
2025-03-01,Image,Festive Offer,#MakeupGoals,Curious,Collab,44204,38708,4387,663,353,120,1881,259
2024-04-25,Video,Festive Offer,"#SugarCosmetics, #CrueltyFree, #BoldLooks",Excited,Paid,33202,29999,2423,312,105,219,438,97
2024-08-20,Reel,Giveaway,"#VeganBeauty, #CrueltyFree, #MakeupGoals",Happy,Organic,8842,5962,578,96,31,23,66,15
2025-03-18,Reel,Giveaway,#CrueltyFree,Inspired,Collab,49389,38280,2808,360,67,196,1078,244
2024-07-17,Video,Product Launch,"#MakeupGoals, #SugarCosmetics",Happy,Organic,22261,13910,807,139,75,31,463,197
2024-05-07,Reel,Product Launch,"#SugarCosmetics, #VeganBeauty, #BoldLooks",Excited,Collab,8145,6870,899,109,35,37,225,52
2024-06-15,Reel,Tutorial,"#VeganBeauty, #CrueltyFree, #MakeupGoals",Inspired,Collab,8906,6619,1570,116,77,154,292,41
2024-05-28,Video,Festive Offer,"#SugarCosmetics, #BoldLooks",Confident,Collab,15022,9217,981,171,52,65,177,72
2024-09-09,Video,Product Launch,#BoldLooks,Excited,Paid,6901,5223,328,45,27,31,164,32
2025-04-08,Reel,Tutorial,"#VeganBeauty, #BoldLooks",Happy,Influencer,8112,6146,928,123,47,50,129,22
2024-05-16,Image,Tutorial,"#VeganBeauty, #CrueltyFree",Curious,Organic,36329,33361,3333,393,283,300,1522,676
2024-09-12,Image,Festive Offer,"#CrueltyFree, #SugarCosmetics, #VeganBeauty",Confident,Paid,21262,18873,1968,287,122,176,800,399
2024-10-21,Video,Influencer Collab,"#BoldLooks, #SugarCosmetics",Happy,Organic,36190,23298,5438,1001,378,540,418,153
2025-01-23,Image,Product Launch,"#BoldLooks, #VeganBeauty",Confident,Collab,27033,16901,1836,212,46,168,712,107
2024-09-07,Video,Giveaway,#CrueltyFree,Excited,Collab,47393,37310,4844,602,169,213,544,258
2025-02-09,Reel,Influencer Collab,"#BoldLooks, #VeganBeauty",Confident,Organic,26448,20002,1792,328,176,100,903,312
2025-02-26,Image,Giveaway,"#CrueltyFree, #VeganBeauty, #BoldLooks",Inspired,Paid,32694,20317,3027,470,177,219,843,252
2025-01-21,Video,Festive Offer,"#CrueltyFree, #MakeupGoals",Confident,Organic,24311,19369,1976,325,37,155,955,127
2024-11-18,Reel,Influencer Collab,"#SugarCosmetics, #CrueltyFree, #VeganBeauty",Curious,Paid,29778,19908,1449,105,139,85,910,444
2024-09-16,Reel,Festive Offer,"#MakeupGoals, #VeganBeauty, #SugarCosmetics",Happy,Influencer,3246,2470,157,14,14,10,39,15
2025-01-15,Image,Giveaway,"#MakeupGoals, #VeganBeauty, #CrueltyFree",Happy,Organic,23256,19734,1942,246,39,136,850,279
2024-08-10,Image,Festive Offer,#VeganBeauty,Confident,Influencer,47379,41037,9626,894,102,726,1184,160
2024-09-23,Image,Giveaway,"#CrueltyFree, #VeganBeauty",Curious,Organic,43549,37289,8438,1541,462,372,1443,374
2025-01-21,Video,Giveaway,"#CrueltyFree, #MakeupGoals",Inspired,Collab,39094,26035,1394,127,15,62,969,134
2025-02-21,Image,Giveaway,"#BoldLooks, #VeganBeauty, #MakeupGoals",Confident,Collab,29365,18825,4413,545,436,104,194,39
2024-07-23,Reel,Tutorial,#CrueltyFree,Curious,Paid,10430,7602,1147,169,79,108,345,160
2024-07-17,Video,Influencer Collab,"#VeganBeauty, #MakeupGoals, #BoldLooks",Excited,Collab,36486,24934,1728,107,68,65,1228,585
2025-01-03,Video,Giveaway,"#CrueltyFree, #MakeupGoals",Inspired,Paid,26009,21819,4453,631,220,260,522,122
2025-03-22,Reel,Influencer Collab,"#CrueltyFree, #MakeupGoals, #SugarCosmetics",Confident,Influencer,27866,26446,2523,290,58,74,663,89
2025-04-17,Video,Influencer Collab,"#MakeupGoals, #BoldLooks, #SugarCosmetics",Confident,Paid,25799,20325,3428,382,325,159,953,332
2024-12-13,Story,Product Launch,#VeganBeauty,Excited,Paid,43697,35271,7094,527,158,663,1573,340
2025-03-20,Story,Product Launch,"#BoldLooks, #MakeupGoals",Inspired,Organic,47288,37526,5010,667,310,241,1489,492
2024-08-25,Story,Influencer Collab,"#CrueltyFree, #VeganBeauty, #SugarCosmetics",Excited,Paid,34065,24173,3575,572,355,215,636,292
2024-07-18,Video,Influencer Collab,#MakeupGoals,Excited,Collab,46456,32530,8081,618,780,393,508,216
2024-08-17,Video,Tutorial,#SugarCosmetics,Curious,Collab,4216,3472,761,43,21,52,77,22
2024-11-18,Image,Giveaway,#CrueltyFree,Confident,Organic,2390,1702,271,49,18,8,50,24
2024-05-24,Image,Product Launch,"#SugarCosmetics, #VeganBeauty",Confident,Collab,34904,21866,4982,666,176,244,997,158
2024-05-25,Reel,Tutorial,#VeganBeauty,Curious,Collab,4763,4165,792,70,43,70,107,52
2024-04-20,Story,Tutorial,"#SugarCosmetics, #VeganBeauty, #MakeupGoals",Happy,Influencer,10584,8815,1709,128,85,160,99,16
2024-08-23,Image,Festive Offer,"#CrueltyFree, #BoldLooks, #SugarCosmetics",Happy,Collab,32629,20406,1555,90,134,59,394,79
2024-04-25,Reel,Influencer Collab,"#MakeupGoals, #BoldLooks, #SugarCosmetics",Confident,Organic,3124,2744,296,19,17,21,85,42
2025-03-03,Video,Tutorial,#BoldLooks,Excited,Paid,38715,27022,6200,950,385,422,588,244
2024-06-04,Story,Festive Offer,"#SugarCosmetics, #MakeupGoals",Curious,Paid,44917,29228,1578,209,46,86,502,161
2025-03-27,Story,Festive Offer,#CrueltyFree,Excited,Collab,6239,4083,476,39,45,46,44,9
2025-02-08,Story,Festive Offer,"#BoldLooks, #SugarCosmetics, #CrueltyFree",Curious,Organic,5238,3409,810,58,68,63,156,39
2024-08-04,Story,Tutorial,"#MakeupGoals, #VeganBeauty",Inspired,Collab,5526,3376,480,27,6,17,151,52
2025-04-08,Video,Festive Offer,"#VeganBeauty, #SugarCosmetics",Happy,Collab,24925,23288,4477,853,266,284,449,175
2024-10-29,Image,Giveaway,"#MakeupGoals, #VeganBeauty",Excited,Influencer,34985,28899,4615,296,49,234,1315,610
2024-09-29,Video,Tutorial,#CrueltyFree,Excited,Paid,30723,28127,4379,281,429,428,394,175
2024-07-29,Reel,Influencer Collab,"#CrueltyFree, #MakeupGoals, #VeganBeauty",Inspired,Paid,13733,12295,1480,229,42,147,593,138
2025-02-11,Reel,Influencer Collab,"#MakeupGoals, #BoldLooks, #CrueltyFree",Excited,Organic,5740,5031,1094,121,71,105,238,68
2024-06-18,Video,Influencer Collab,"#CrueltyFree, #MakeupGoals, #BoldLooks",Inspired,Collab,11033,8479,1207,63,84,47,192,91
2024-10-26,Story,Product Launch,#VeganBeauty,Happy,Collab,10706,7366,1646,142,20,161,216,67
2024-11-01,Reel,Tutorial,"#BoldLooks, #MakeupGoals, #CrueltyFree",Inspired,Collab,22798,14110,2065,342,206,189,507,218
2025-03-03,Video,Product Launch,"#VeganBeauty, #SugarCosmetics, #BoldLooks",Excited,Organic,46857,39927,6003,1032,110,390,1548,234
2025-02-27,Video,Tutorial,"#BoldLooks, #VeganBeauty",Excited,Influencer,46623,41561,4446,595,320,144,1160,244
2024-12-02,Story,Festive Offer,"#CrueltyFree, #VeganBeauty, #SugarCosmetics",Inspired,Organic,13528,8695,678,48,39,45,139,38
2025-02-18,Image,Tutorial,#BoldLooks,Inspired,Organic,48824,42197,3644,623,316,196,1041,519
2024-10-01,Video,Tutorial,"#MakeupGoals, #SugarCosmetics, #CrueltyFree",Confident,Collab,38526,32550,6469,1258,543,438,1522,159
2025-03-17,Story,Product Launch,#SugarCosmetics,Excited,Paid,4858,3728,652,99,33,41,65,32
2024-06-05,Story,Influencer Collab,"#BoldLooks, #VeganBeauty",Confident,Influencer,9483,6911,1390,206,64,81,283,28
2024-08-21,Story,Tutorial,#BoldLooks,Curious,Influencer,46907,38099,4452,574,153,162,1109,141
2024-10-19,Video,Influencer Collab,"#CrueltyFree, #SugarCosmetics, #BoldLooks",Confident,Organic,31361,24084,4373,859,100,234,1015,165
2024-07-24,Video,Influencer Collab,"#BoldLooks, #VeganBeauty, #MakeupGoals",Excited,Influencer,16250,12118,2171,401,200,86,144,48
2024-11-19,Reel,Giveaway,"#CrueltyFree, #VeganBeauty, #MakeupGoals",Inspired,Organic,43176,30483,5052,843,336,461,722,135
2024-08-28,Video,Tutorial,"#VeganBeauty, #MakeupGoals, #BoldLooks",Happy,Influencer,39498,27064,6368,1123,284,148,1249,240
2024-08-21,Video,Influencer Collab,"#BoldLooks, #VeganBeauty, #CrueltyFree",Excited,Organic,25755,20661,4073,246,230,294,399,135
2025-02-02,Video,Festive Offer,#CrueltyFree,Confident,Organic,26863,19699,4306,582,102,202,675,289
2025-02-10,Image,Festive Offer,"#VeganBeauty, #CrueltyFree, #BoldLooks",Inspired,Collab,42746,35757,2025,248,58,182,999,280
2025-04-09,Reel,Giveaway,"#MakeupGoals, #SugarCosmetics, #CrueltyFree",Inspired,Influencer,15146,10829,2664,517,145,232,328,98
2025-03-20,Story,Influencer Collab,#SugarCosmetics,Inspired,Influencer,4308,3105,490,47,12,20,124,61
2024-06-01,Reel,Influencer Collab,#MakeupGoals,Excited,Paid,43670,37284,2817,215,206,75,1673,485
2024-06-11,Story,Giveaway,"#BoldLooks, #CrueltyFree, #SugarCosmetics",Happy,Paid,8915,5913,1476,253,21,76,251,33
2024-11-17,Image,Tutorial,"#VeganBeauty, #SugarCosmetics",Excited,Organic,49099,30046,7219,975,712,295,801,169
2025-02-12,Reel,Influencer Collab,"#SugarCosmetics, #MakeupGoals, #BoldLooks",Inspired,Organic,41988,37424,3514,690,251,124,494,112
2024-05-18,Video,Tutorial,"#VeganBeauty, #CrueltyFree, #MakeupGoals",Inspired,Organic,23697,19408,995,181,70,83,935,285
2025-04-06,Image,Giveaway,"#SugarCosmetics, #VeganBeauty, #BoldLooks",Curious,Influencer,7233,4939,973,134,17,33,81,32
2024-10-10,Video,Influencer Collab,#SugarCosmetics,Excited,Paid,11739,10052,1994,125,38,45,177,50
